rank	rep	method	FP	TP	n_ctrl	n_sig
0.52	number of replicate = 1	DiMSum	0.5233660130718955	0.4620530202750158	17	526
0.52	number of replicate = 1	Enrich2	0.3497549019607843	0.7347763898021771	17	526
0.52	number of replicate = 1	Naive	0.37058823529411766	0.7316029659522093	17	526
0.52	number of replicate = 1	Rosace	0.43586601307189543	0.7513208157899527	17	526
0.52	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7417666260797883	17	526
0.52	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7315908351129247	17	526
0.52	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7303380317213756	17	526
0.52	number of replicate = 2	DiMSum	0.6176470588235294	0.5241079605055029	17	551
0.52	number of replicate = 2	Enrich2	0.5	0.7199070913601625	17	551
0.52	number of replicate = 2	Naive	0.4411764705882353	0.7436504104297441	17	551
0.52	number of replicate = 2	Rosace	0.3529411764705882	0.7527448009457367	17	551
0.52	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7436304300770908	17	551
0.52	number of replicate = 2	mutscan(edgeR)	0.4117647058823529	0.7217619340981368	17	551
0.52	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.740030636540735	17	551
0.52	number of replicate = 3	DiMSum	0.4117647058823529	0.5901639344262295	17	549
0.52	number of replicate = 3	Enrich2	0.4705882352941176	0.7285974499089253	17	549
0.52	number of replicate = 3	Naive	0.35294117647058826	0.7449908925318761	17	549
0.52	number of replicate = 3	Rosace	0.35294117647058826	0.7686703096539163	17	549
0.52	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7632058287795993	17	549
0.52	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7358834244080146	17	549
0.52	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7486338797814208	17	549
0.522	number of replicate = 1	DiMSum	0.5233660130718955	0.4620530202750158	17	526
0.522	number of replicate = 1	Enrich2	0.3497549019607843	0.7347763898021771	17	526
0.522	number of replicate = 1	Naive	0.4136437908496732	0.7322390982677309	17	526
0.522	number of replicate = 1	Rosace	0.43586601307189543	0.7519545293514229	17	526
0.522	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7436726042723018	17	526
0.522	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7322245486743949	17	526
0.522	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7309741640368972	17	526
0.522	number of replicate = 2	DiMSum	0.6176470588235294	0.5250253916981634	17	551
0.522	number of replicate = 2	Enrich2	0.5294117647058824	0.720824522552823	17	551
0.522	number of replicate = 2	Naive	0.4411764705882353	0.7436504104297441	17	551
0.522	number of replicate = 2	Rosace	0.3529411764705882	0.7545696731547312	17	551
0.522	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7445378710934247	17	551
0.522	number of replicate = 2	mutscan(edgeR)	0.4117647058823529	0.7217619340981368	17	551
0.522	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7418555087497294	17	551
0.522	number of replicate = 3	DiMSum	0.4117647058823529	0.5938069216757741	17	549
0.522	number of replicate = 3	Enrich2	0.4705882352941176	0.7285974499089253	17	549
0.522	number of replicate = 3	Naive	0.35294117647058826	0.7449908925318761	17	549
0.522	number of replicate = 3	Rosace	0.35294117647058826	0.7686703096539163	17	549
0.522	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7632058287795993	17	549
0.522	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7358834244080146	17	549
0.522	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7504553734061931	17	549
0.524	number of replicate = 1	DiMSum	0.5233660130718955	0.46268673383648606	17	526
0.524	number of replicate = 1	Enrich2	0.3497549019607843	0.7360462356791689	17	526
0.524	number of replicate = 1	Naive	0.4136437908496732	0.7335113814332881	17	526
0.524	number of replicate = 1	Rosace	0.45669934640522875	0.7519545293514229	17	526
0.524	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7449448689033451	17	526
0.524	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7328582622358651	17	526
0.524	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7316078775983674	17	526
0.524	number of replicate = 2	DiMSum	0.6176470588235294	0.5259428228908241	17	551
0.524	number of replicate = 2	Enrich2	0.5294117647058824	0.7217419537454837	17	551
0.524	number of replicate = 2	Naive	0.4411764705882353	0.7463827236550725	17	551
0.524	number of replicate = 2	Rosace	0.3529411764705882	0.7554871043473917	17	551
0.524	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7445378710934247	17	551
0.524	number of replicate = 2	mutscan(edgeR)	0.4117647058823529	0.7217619340981368	17	551
0.524	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.743680380958724	17	551
0.524	number of replicate = 3	DiMSum	0.4117647058823529	0.5938069216757741	17	549
0.524	number of replicate = 3	Enrich2	0.5294117647058824	0.7285974499089253	17	549
0.524	number of replicate = 3	Naive	0.35294117647058826	0.7486338797814208	17	549
0.524	number of replicate = 3	Rosace	0.35294117647058826	0.7686703096539163	17	549
0.524	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7632058287795993	17	549
0.524	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7377049180327869	17	549
0.524	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7504553734061931	17	549
0.526	number of replicate = 1	DiMSum	0.5233660130718955	0.4645927305635133	17	526
0.526	number of replicate = 1	Enrich2	0.3497549019607843	0.7392244970372395	17	526
0.526	number of replicate = 1	Naive	0.4136437908496732	0.7366969361225404	17	526
0.526	number of replicate = 1	Rosace	0.45669934640522875	0.7532292312710314	17	526
0.526	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7449448689033451	17	526
0.526	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.735407666075082	17	526
0.526	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7335187118334975	17	526
0.526	number of replicate = 2	DiMSum	0.6176470588235294	0.5286651459398258	17	551
0.526	number of replicate = 2	Enrich2	0.5588235294117647	0.7226493947618176	17	551
0.526	number of replicate = 2	Naive	0.4411764705882353	0.747300154847733	17	551
0.526	number of replicate = 2	Rosace	0.38235294117647056	0.7554871043473917	17	551
0.526	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7454553022860854	17	551
0.526	number of replicate = 2	mutscan(edgeR)	0.4411764705882353	0.7226793652907973	17	551
0.526	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.743680380958724	17	551
0.526	number of replicate = 3	DiMSum	0.4117647058823529	0.599271402550091	17	549
0.526	number of replicate = 3	Enrich2	0.5294117647058824	0.7304189435336976	17	549
0.526	number of replicate = 3	Naive	0.35294117647058826	0.7504553734061931	17	549
0.526	number of replicate = 3	Rosace	0.35294117647058826	0.7686703096539163	17	549
0.526	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7632058287795993	17	549
0.526	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7395264116575592	17	549
0.526	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7504553734061931	17	549
0.528	number of replicate = 1	DiMSum	0.5233660130718955	0.4658625764405052	17	526
0.528	number of replicate = 1	Enrich2	0.3497549019607843	0.7392244970372395	17	526
0.528	number of replicate = 1	Naive	0.43325163398692806	0.7379643632454809	17	526
0.528	number of replicate = 1	Rosace	0.45669934640522875	0.7545039331906398	17	526
0.528	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7462147147803369	17	526
0.528	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7373136628021093	17	526
0.528	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7360559848334297	17	526
0.528	number of replicate = 2	DiMSum	0.6176470588235294	0.5295825771324864	17	551
0.528	number of replicate = 2	Enrich2	0.5882352941176471	0.7226493947618176	17	551
0.528	number of replicate = 2	Naive	0.4411764705882353	0.7500324680730615	17	551
0.528	number of replicate = 2	Rosace	0.38235294117647056	0.7563945453637257	17	551
0.528	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7472801744950799	17	551
0.528	number of replicate = 2	mutscan(edgeR)	0.4411764705882353	0.7226793652907973	17	551
0.528	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7445878219750579	17	551
0.528	number of replicate = 3	DiMSum	0.4117647058823529	0.599271402550091	17	549
0.528	number of replicate = 3	Enrich2	0.5294117647058824	0.7304189435336976	17	549
0.528	number of replicate = 3	Naive	0.35294117647058826	0.7522768670309654	17	549
0.528	number of replicate = 3	Rosace	0.35294117647058826	0.7704918032786885	17	549
0.528	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7668488160291439	17	549
0.528	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7395264116575592	17	549
0.528	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7504553734061931	17	549
0.53	number of replicate = 1	DiMSum	0.5233660130718955	0.46713727836011365	17	526
0.53	number of replicate = 1	Enrich2	0.3497549019607843	0.7411280564757015	17	526
0.53	number of replicate = 1	Naive	0.43325163398692806	0.739870359972508	17	526
0.53	number of replicate = 1	Rosace	0.45669934640522875	0.7557737790676317	17	526
0.53	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7481279863040322	17	526
0.53	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7373136628021093	17	526
0.53	number of replicate = 1	mutscan(limma)	0.391421568627451	0.737961981560457	17	526
0.53	number of replicate = 2	DiMSum	0.6176470588235294	0.530500008325147	17	551
0.53	number of replicate = 2	Enrich2	0.5882352941176471	0.7226493947618176	17	551
0.53	number of replicate = 2	Naive	0.4411764705882353	0.7500324680730615	17	551
0.53	number of replicate = 2	Rosace	0.38235294117647056	0.7563945453637257	17	551
0.53	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7481976056877404	17	551
0.53	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.723596796483458	17	551
0.53	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7454952629913918	17	551
0.53	number of replicate = 3	DiMSum	0.4117647058823529	0.6010928961748634	17	549
0.53	number of replicate = 3	Enrich2	0.5882352941176471	0.7304189435336976	17	549
0.53	number of replicate = 3	Naive	0.35294117647058826	0.7540983606557377	17	549
0.53	number of replicate = 3	Rosace	0.35294117647058826	0.7723132969034608	17	549
0.53	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7668488160291439	17	549
0.53	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7413479052823315	17	549
0.53	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7522768670309654	17	549
0.532	number of replicate = 1	DiMSum	0.5233660130718955	0.46713727836011365	17	526
0.532	number of replicate = 1	Enrich2	0.3497549019607843	0.7430340346682149	17	526
0.532	number of replicate = 1	Naive	0.43325163398692806	0.7411402058495	17	526
0.532	number of replicate = 1	Rosace	0.45669934640522875	0.7570460436986749	17	526
0.532	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7487641186195538	17	526
0.532	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7385859459676664	17	526
0.532	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7392318274374489	17	526
0.532	number of replicate = 2	DiMSum	0.6176470588235294	0.530500008325147	17	551
0.532	number of replicate = 2	Enrich2	0.5882352941176471	0.7235668259544781	17	551
0.532	number of replicate = 2	Naive	0.4411764705882353	0.7509399090893955	17	551
0.532	number of replicate = 2	Rosace	0.38235294117647056	0.7573019863800596	17	551
0.532	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7491150368804009	17	551
0.532	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.723596796483458	17	551
0.532	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7473201352003862	17	551
0.532	number of replicate = 3	DiMSum	0.4117647058823529	0.6029143897996357	17	549
0.532	number of replicate = 3	Enrich2	0.5882352941176471	0.7304189435336976	17	549
0.532	number of replicate = 3	Naive	0.35294117647058826	0.7540983606557377	17	549
0.532	number of replicate = 3	Rosace	0.35294117647058826	0.7723132969034608	17	549
0.532	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7686703096539163	17	549
0.532	number of replicate = 3	mutscan(edgeR)	0.35294117647058826	0.7431693989071039	17	549
0.532	number of replicate = 3	mutscan(limma)	0.35294117647058826	0.7522768670309654	17	549
0.534	number of replicate = 1	DiMSum	0.5233660130718955	0.46777341067563527	17	526
0.534	number of replicate = 1	Enrich2	0.3693627450980392	0.7436677482296852	17	526
0.534	number of replicate = 1	Naive	0.43325163398692806	0.7417763381650216	17	526
0.534	number of replicate = 1	Rosace	0.45669934640522875	0.7583207456182833	17	526
0.534	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7487641186195538	17	526
0.534	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.739222078283188	17	526
0.534	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7411402429185275	17	526
0.534	number of replicate = 2	DiMSum	0.6176470588235294	0.5341597429194624	17	551
0.534	number of replicate = 2	Enrich2	0.5882352941176471	0.724474266970812	17	551
0.534	number of replicate = 2	Naive	0.4411764705882353	0.7518473501057295	17	551
0.534	number of replicate = 2	Rosace	0.38235294117647056	0.7582094273963935	17	551
0.534	number of replicate = 2	Rosace(nopos)	0.3529411764705882	0.7491150368804009	17	551
0.534	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.723596796483458	17	551
0.534	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7500524484257147	17	551
0.534	number of replicate = 3	DiMSum	0.4117647058823529	0.6029143897996357	17	549
0.534	number of replicate = 3	Enrich2	0.5882352941176471	0.7304189435336976	17	549
0.534	number of replicate = 3	Naive	0.35294117647058826	0.75591985428051	17	549
0.534	number of replicate = 3	Rosace	0.35294117647058826	0.7723132969034608	17	549
0.534	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7686703096539163	17	549
0.534	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7449908925318761	17	549
0.534	number of replicate = 3	mutscan(limma)	0.4117647058823529	0.7522768670309654	17	549
0.536	number of replicate = 1	DiMSum	0.5233660130718955	0.4709492532796544	17	526
0.536	number of replicate = 1	Enrich2	0.3693627450980392	0.7455737449567125	17	526
0.536	number of replicate = 1	Naive	0.43325163398692806	0.7430486027960649	17	526
0.536	number of replicate = 1	Rosace	0.45669934640522875	0.7602315798534135	17	526
0.536	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7513086664161541	17	526
0.536	number of replicate = 1	mutscan(edgeR)	0.408578431372549	0.7411256377216501	17	526
0.536	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7417739564799978	17	526
0.536	number of replicate = 2	DiMSum	0.6176470588235294	0.5359846151284571	17	551
0.536	number of replicate = 2	Enrich2	0.5882352941176471	0.7263091293561331	17	551
0.536	number of replicate = 2	Naive	0.4411764705882353	0.7518473501057295	17	551
0.536	number of replicate = 2	Rosace	0.38235294117647056	0.7582094273963935	17	551
0.536	number of replicate = 2	Rosace(nopos)	0.38235294117647056	0.7491150368804009	17	551
0.536	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.7254216686924524	17	551
0.536	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7518773206347091	17	551
0.536	number of replicate = 3	DiMSum	0.4117647058823529	0.6029143897996357	17	549
0.536	number of replicate = 3	Enrich2	0.5882352941176471	0.7304189435336976	17	549
0.536	number of replicate = 3	Naive	0.35294117647058826	0.75591985428051	17	549
0.536	number of replicate = 3	Rosace	0.4117647058823529	0.7723132969034608	17	549
0.536	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7686703096539163	17	549
0.536	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7449908925318761	17	549
0.536	number of replicate = 3	mutscan(limma)	0.4117647058823529	0.7522768670309654	17	549
0.538	number of replicate = 1	DiMSum	0.5233660130718955	0.4722215364452115	17	526
0.538	number of replicate = 1	Enrich2	0.3693627450980392	0.7455737449567125	17	526
0.538	number of replicate = 1	Naive	0.452859477124183	0.7430486027960649	17	526
0.538	number of replicate = 1	Rosace	0.45669934640522875	0.7602315798534135	17	526
0.538	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7519447987316757	17	526
0.538	number of replicate = 1	mutscan(edgeR)	0.42818627450980395	0.7430340346682149	17	526
0.538	number of replicate = 1	mutscan(limma)	0.391421568627451	0.743046221111041	17	526
0.538	number of replicate = 2	DiMSum	0.6176470588235294	0.5359846151284571	17	551
0.538	number of replicate = 2	Enrich2	0.5882352941176471	0.7263091293561331	17	551
0.538	number of replicate = 2	Naive	0.4411764705882353	0.7536822124910505	17	551
0.538	number of replicate = 2	Rosace	0.38235294117647056	0.759126858589054	17	551
0.538	number of replicate = 2	Rosace(nopos)	0.38235294117647056	0.7500224778967348	17	551
0.538	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.7263390998851129	17	551
0.538	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7518773206347091	17	551
0.538	number of replicate = 3	DiMSum	0.4117647058823529	0.6029143897996357	17	549
0.538	number of replicate = 3	Enrich2	0.5882352941176471	0.7304189435336976	17	549
0.538	number of replicate = 3	Naive	0.35294117647058826	0.7577413479052824	17	549
0.538	number of replicate = 3	Rosace	0.4117647058823529	0.7723132969034608	17	549
0.538	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7704918032786885	17	549
0.538	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7468123861566485	17	549
0.538	number of replicate = 3	mutscan(limma)	0.4117647058823529	0.7522768670309654	17	549
0.54	number of replicate = 1	DiMSum	0.5233660130718955	0.4741299519262902	17	526
0.54	number of replicate = 1	Enrich2	0.3693627450980392	0.7468460281222695	17	526
0.54	number of replicate = 1	Naive	0.452859477124183	0.7449521622345269	17	526
0.54	number of replicate = 1	Rosace	0.45669934640522875	0.7614990069763539	17	526
0.54	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7538483581701378	17	526
0.54	number of replicate = 1	mutscan(edgeR)	0.42818627450980395	0.7449400313952422	17	526
0.54	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7449497805495031	17	526
0.54	number of replicate = 2	DiMSum	0.6470588235294118	0.5359846151284571	17	551
0.54	number of replicate = 2	Enrich2	0.5882352941176471	0.7263091293561331	17	551
0.54	number of replicate = 2	Naive	0.4411764705882353	0.7545896535073844	17	551
0.54	number of replicate = 2	Rosace	0.38235294117647056	0.760034299605388	17	551
0.54	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7509299189130688	17	551
0.54	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.7281739622704341	17	551
0.54	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7536922026673771	17	551
0.54	number of replicate = 3	DiMSum	0.4117647058823529	0.604735883424408	17	549
0.54	number of replicate = 3	Enrich2	0.5882352941176471	0.7340619307832422	17	549
0.54	number of replicate = 3	Naive	0.35294117647058826	0.7595628415300546	17	549
0.54	number of replicate = 3	Rosace	0.4117647058823529	0.7723132969034608	17	549
0.54	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7704918032786885	17	549
0.54	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7504553734061931	17	549
0.54	number of replicate = 3	mutscan(limma)	0.4117647058823529	0.7540983606557377	17	549
0.542	number of replicate = 1	DiMSum	0.5233660130718955	0.47603351136475225	17	526
0.542	number of replicate = 1	Enrich2	0.3693627450980392	0.7500218521917749	17	526
0.542	number of replicate = 1	Naive	0.452859477124183	0.7455858757959971	17	526
0.542	number of replicate = 1	Rosace	0.45669934640522875	0.7621375765804408	17	526
0.542	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7538483581701378	17	526
0.542	number of replicate = 1	mutscan(edgeR)	0.42818627450980395	0.7449400313952422	17	526
0.542	number of replicate = 1	mutscan(limma)	0.391421568627451	0.7462220637150602	17	526
0.542	number of replicate = 2	DiMSum	0.6470588235294118	0.5369020463211176	17	551
0.542	number of replicate = 2	Enrich2	0.5882352941176471	0.7272265605487938	17	551
0.542	number of replicate = 2	Naive	0.4411764705882353	0.7545896535073844	17	551
0.542	number of replicate = 2	Rosace	0.38235294117647056	0.760034299605388	17	551
0.542	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7518373599294028	17	551
0.542	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.7299988344794286	17	551
0.542	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7536922026673771	17	551
0.542	number of replicate = 3	DiMSum	0.4117647058823529	0.604735883424408	17	549
0.542	number of replicate = 3	Enrich2	0.5882352941176471	0.7358834244080146	17	549
0.542	number of replicate = 3	Naive	0.35294117647058826	0.7595628415300546	17	549
0.542	number of replicate = 3	Rosace	0.4117647058823529	0.7723132969034608	17	549
0.542	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7704918032786885	17	549
0.542	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7504553734061931	17	549
0.542	number of replicate = 3	mutscan(limma)	0.4117647058823529	0.75591985428051	17	549
0.544	number of replicate = 1	DiMSum	0.5233660130718955	0.4779443641343961	17	526
0.544	number of replicate = 1	Enrich2	0.3693627450980392	0.7512916980687666	17	526
0.544	number of replicate = 1	Naive	0.452859477124183	0.746855721672989	17	526
0.544	number of replicate = 1	Rosace	0.478921568627451	0.7640459920615195	17	526
0.544	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7544869277742247	17	526
0.544	number of replicate = 1	mutscan(edgeR)	0.42818627450980395	0.7468508656303723	17	526
0.544	number of replicate = 1	mutscan(limma)	0.4136437908496732	0.7462220637150602	17	526
0.544	number of replicate = 2	DiMSum	0.6470588235294118	0.5378094873374515	17	551
0.544	number of replicate = 2	Enrich2	0.5882352941176471	0.7290514327577882	17	551
0.544	number of replicate = 2	Naive	0.4411764705882353	0.7545896535073844	17	551
0.544	number of replicate = 2	Rosace	0.38235294117647056	0.760941740621722	17	551
0.544	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7527448009457367	17	551
0.544	number of replicate = 2	mutscan(edgeR)	0.47058823529411764	0.7309062754957625	17	551
0.544	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7536922026673771	17	551
0.544	number of replicate = 3	DiMSum	0.4117647058823529	0.6065573770491803	17	549
0.544	number of replicate = 3	Enrich2	0.6470588235294118	0.7358834244080146	17	549
0.544	number of replicate = 3	Naive	0.35294117647058826	0.7595628415300546	17	549
0.544	number of replicate = 3	Rosace	0.4117647058823529	0.7723132969034608	17	549
0.544	number of replicate = 3	Rosace(nopos)	0.29411764705882354	0.7704918032786885	17	549
0.544	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7504553734061931	17	549
0.544	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7577413479052824	17	549
0.546	number of replicate = 1	DiMSum	0.5233660130718955	0.479214210011388	17	526
0.546	number of replicate = 1	Enrich2	0.3693627450980392	0.7519302676728535	17	526
0.546	number of replicate = 1	Naive	0.452859477124183	0.7494002880041031	17	526
0.546	number of replicate = 1	Rosace	0.478921568627451	0.7640459920615195	17	526
0.546	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7570363501479555	17	526
0.546	number of replicate = 1	mutscan(edgeR)	0.42818627450980395	0.7474894352344592	17	526
0.546	number of replicate = 1	mutscan(limma)	0.4136437908496732	0.7468557772765304	17	526
0.546	number of replicate = 2	DiMSum	0.6470588235294118	0.5378094873374515	17	551
0.546	number of replicate = 2	Enrich2	0.5882352941176471	0.7290514327577882	17	551
0.546	number of replicate = 2	Naive	0.4411764705882353	0.7545896535073844	17	551
0.546	number of replicate = 2	Rosace	0.38235294117647056	0.7618491816380559	17	551
0.546	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7545796633310577	17	551
0.546	number of replicate = 2	mutscan(edgeR)	0.5	0.731823706688423	17	551
0.546	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7555270650526982	17	551
0.546	number of replicate = 3	DiMSum	0.4117647058823529	0.6065573770491803	17	549
0.546	number of replicate = 3	Enrich2	0.6470588235294118	0.7358834244080146	17	549
0.546	number of replicate = 3	Naive	0.35294117647058826	0.761384335154827	17	549
0.546	number of replicate = 3	Rosace	0.4117647058823529	0.7759562841530054	17	549
0.546	number of replicate = 3	Rosace(nopos)	0.35294117647058826	0.7704918032786885	17	549
0.546	number of replicate = 3	mutscan(edgeR)	0.4117647058823529	0.7522768670309654	17	549
0.546	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7577413479052824	17	549
0.548	number of replicate = 1	DiMSum	0.5233660130718955	0.48111776944985	17	526
0.548	number of replicate = 1	Enrich2	0.3693627450980392	0.7525663999883752	17	526
0.548	number of replicate = 1	Naive	0.452859477124183	0.7506749899237116	17	526
0.548	number of replicate = 1	Rosace	0.478921568627451	0.7653182566925627	17	526
0.548	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7583061960249473	17	526
0.548	number of replicate = 1	mutscan(edgeR)	0.44779411764705884	0.7487568623573996	17	526
0.548	number of replicate = 1	mutscan(limma)	0.4136437908496732	0.7481304791961388	17	526
0.548	number of replicate = 2	DiMSum	0.6470588235294118	0.539634359546446	17	551
0.548	number of replicate = 2	Enrich2	0.5882352941176471	0.7308862951431092	17	551
0.548	number of replicate = 2	Naive	0.4411764705882353	0.7545896535073844	17	551
0.548	number of replicate = 2	Rosace	0.38235294117647056	0.7636740538470503	17	551
0.548	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7563945453637257	17	551
0.548	number of replicate = 2	mutscan(edgeR)	0.5	0.731823706688423	17	551
0.548	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7555270650526982	17	551
0.548	number of replicate = 3	DiMSum	0.4705882352941176	0.6083788706739527	17	549
0.548	number of replicate = 3	Enrich2	0.6470588235294118	0.7358834244080146	17	549
0.548	number of replicate = 3	Naive	0.35294117647058826	0.7632058287795993	17	549
0.548	number of replicate = 3	Rosace	0.4117647058823529	0.7759562841530054	17	549
0.548	number of replicate = 3	Rosace(nopos)	0.35294117647058826	0.7704918032786885	17	549
0.548	number of replicate = 3	mutscan(edgeR)	0.4705882352941176	0.7540983606557377	17	549
0.548	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7577413479052824	17	549
0.55	number of replicate = 1	DiMSum	0.5233660130718955	0.48111776944985	17	526
0.55	number of replicate = 1	Enrich2	0.3693627450980392	0.753204969592462	17	526
0.55	number of replicate = 1	Naive	0.452859477124183	0.7513111222392332	17	526
0.55	number of replicate = 1	Rosace	0.478921568627451	0.7678579669810602	17	526
0.55	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7583061960249473	17	526
0.55	number of replicate = 1	mutscan(edgeR)	0.44779411764705884	0.7506652778384784	17	526
0.55	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7481304791961388	17	526
0.55	number of replicate = 2	DiMSum	0.6470588235294118	0.5414592317554405	17	551
0.55	number of replicate = 2	Enrich2	0.6176470588235294	0.7318037263357698	17	551
0.55	number of replicate = 2	Naive	0.4411764705882353	0.7554970945237184	17	551
0.55	number of replicate = 2	Rosace	0.38235294117647056	0.764591485039711	17	551
0.55	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7563945453637257	17	551
0.55	number of replicate = 2	mutscan(edgeR)	0.5	0.731823706688423	17	551
0.55	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7564345060690321	17	551
0.55	number of replicate = 3	DiMSum	0.4705882352941176	0.6083788706739527	17	549
0.55	number of replicate = 3	Enrich2	0.6470588235294118	0.7377049180327869	17	549
0.55	number of replicate = 3	Naive	0.35294117647058826	0.7632058287795993	17	549
